RGPs	cluster	spot_id
NZ_QPHY01000003.1_RGP_1	cluster_12106	spot_9
NZ_CP050523.1_RGP_9	cluster_12106	spot_9
NZ_CP096894.1_RGP_8	cluster_12106	spot_9
NZ_CP117728.1_RGP_7	cluster_12106	spot_9
NZ_NBHI01000006.1_RGP_0	cluster_12106	spot_9
NZ_CAJHHU010000019.1_RGP_0	cluster_12106	spot_9
NZ_CP096764.1_RGP_8	cluster_12106	spot_9
NZ_CP050401.1_RGP_8	cluster_12106	spot_9
NZ_NTCX01000001.1_RGP_7	cluster_12106	spot_9
NZ_CP099857.1_RGP_8	cluster_12106	spot_9
NZ_CP188275.1_RGP_7	cluster_12106	spot_9
NZ_JBOERZ010000014.1_RGP_0	cluster_12106	spot_9
NZ_VAQH01000012.1_RGP_0	cluster_12106	spot_9
NZ_JAKRBT010000019.1_RGP_0	cluster_12106	spot_9
NZ_JASUVF010000001.1_RGP_8	cluster_12106	spot_9
NZ_JAJHZR010000046.1_RGP_0	cluster_12106	spot_9
NZ_CP134596.1_RGP_7	cluster_12106	spot_9
NZ_JBNPPD010000004.1_RGP_9	cluster_12106	spot_9
NZ_UFKU01000011.1_RGP_0	cluster_12106	spot_9
NZ_AP013357.1_RGP_9	cluster_12106	spot_9
NZ_CP157255.1_RGP_7	cluster_12106	spot_9
NZ_JAVLPV010000002.1_RGP_0	cluster_12106	spot_9
NZ_JAAGWU010000001.1_RGP_9	cluster_12106	spot_9
NZ_RWXE01000066.1_RGP_0	cluster_12106	spot_9
NZ_MSMZ01000082.1_RGP_0	cluster_12106	spot_9
NZ_PEIF01000052.1_RGP_0	cluster_12106	spot_9
NZ_JBMRJS010000001.1_RGP_0	cluster_12106	spot_9
NZ_CP026943.1_RGP_8	cluster_12106	spot_9
NZ_JBDXUM010000033.1_RGP_1	cluster_12106	spot_9
NZ_UFRO01000002.1_RGP_1	cluster_12106	spot_9
NZ_SAXL01000022.1_RGP_0	cluster_12106	spot_9
NZ_UCSH02000052.1_RGP_1	cluster_12106	spot_9
NZ_JANYTG010000013.1_RGP_0	cluster_12106	spot_9
NZ_CP134580.1_RGP_8	cluster_12106	spot_9
NZ_CP157866.1_RGP_10	cluster_12106	spot_9
NZ_VLZP01000017.1_RGP_0	cluster_12106	spot_9
NZ_JBNOQC010000001.1_RGP_1	cluster_12106	spot_9
NZ_JAAEGW010000003.1_RGP_0	cluster_12106	spot_9
NZ_JAHUXM010000012.1_RGP_0	cluster_12106	spot_9
NZ_JANCQG010000002.1_RGP_0	cluster_12106	spot_9
NZ_CP020579.1_RGP_8	cluster_12106	spot_9
NZ_CP050914.1_RGP_7	cluster_12106	spot_9
NZ_JACSVK010000010.1_RGP_0	cluster_12106	spot_9
NZ_WIGX01000017.1_RGP_0	cluster_12106	spot_9
NZ_CAKNDI010000005.1_RGP_0	cluster_12106	spot_9
NZ_CP014540.1_RGP_5	cluster_12106	spot_9
NZ_VLZQ01000001.1_RGP_0	cluster_12106	spot_9
NZ_LYHQ01000023.1_RGP_0	cluster_12106	spot_9
NZ_JAZDSY010000001.1_RGP_9	cluster_12106	spot_9
NZ_CP017646.1_RGP_7	cluster_12106	spot_9
NZ_JBPAIN010000001.1_RGP_9	cluster_12106	spot_9
NZ_CP169826.1_RGP_6	cluster_12106	spot_9
NZ_UFJN01000018.1_RGP_0	cluster_12106	spot_9
NZ_CP131885.1_RGP_7	cluster_12106	spot_9
NZ_AMGS01000053.1_RGP_0	cluster_12106	spot_9
NZ_JANKJZ010000005.1_RGP_1	cluster_12106	spot_9
NZ_CP091342.1_RGP_8	cluster_12106	spot_9
NZ_JAVDNP010000001.1_RGP_0	cluster_12106	spot_9
NZ_JAXKQU010000001.1_RGP_2	cluster_12106	spot_9
NZ_VAON01000019.1_RGP_0	cluster_12106	spot_9
NZ_QHDX01000020.1_RGP_0	cluster_12106	spot_9
NZ_LQCN01000001.1_RGP_0	cluster_12106	spot_9
NZ_PRKC01000031.1_RGP_0	cluster_12106	spot_9
NZ_CP094283.1_RGP_9	cluster_12106	spot_9
NZ_JBBKCJ010000023.1_RGP_0	cluster_12106	spot_9
NZ_CP020592.1_RGP_6	cluster_12106	spot_9
NZ_JAZDTO010000017.1_RGP_0	cluster_12106	spot_9
NZ_LYLM01000037.1_RGP_0	cluster_12106	spot_9
NZ_LYHG01000075.1_RGP_0	cluster_12106	spot_9
NZ_UFJH01000018.1_RGP_0	cluster_12106	spot_9
NZ_JAWLWH010000018.1_RGP_0	cluster_12106	spot_9
NZ_FPGI02000074.1_RGP_0	cluster_12106	spot_9
NZ_CP190387.1_RGP_8	cluster_12106	spot_9
NZ_VAGR01000016.1_RGP_0	cluster_12106	spot_9
NZ_JAKOLF010000018.1_RGP_0	cluster_12106	spot_9
NZ_NGJF01000065.1_RGP_0	cluster_12106	spot_9
NZ_ANNC01000002.1_RGP_0	cluster_12106	spot_9
NZ_PRHC01000019.1_RGP_0	cluster_12106	spot_9
NZ_CP169857.1_RGP_6	cluster_12106	spot_9
NZ_AMFX01000100.1_RGP_1	cluster_12106	spot_9
NZ_JBJLVY010000001.1_RGP_5	cluster_12106	spot_9
NZ_JBDXUV010000005.1_RGP_0	cluster_12106	spot_9
NZ_JAQQPC010000002.1_RGP_0	cluster_12106	spot_9
NZ_RFDD01000016.1_RGP_0	cluster_12106	spot_9
NZ_CP091346.1_RGP_9	cluster_12106	spot_9
NZ_CP066235.1_RGP_8	cluster_12106	spot_9
NZ_VAHA01000006.1_RGP_0	cluster_12106	spot_9
NZ_CP121563.1_RGP_7	cluster_12106	spot_9
NZ_JBHYCB010000006.1_RGP_0	cluster_12106	spot_9
NZ_CP136165.1_RGP_6	cluster_12106	spot_9
NZ_CP051474.1_RGP_9	cluster_12106	spot_9
NZ_JBITQR010000008.1_RGP_0	cluster_12106	spot_9
NZ_CP091345.1_RGP_7	cluster_12106	spot_9
NZ_JBIYXM010000017.1_RGP_0	cluster_12106	spot_9
NZ_MSOL01000079.1_RGP_0	cluster_12106	spot_9
NZ_JANCQT010000015.1_RGP_0	cluster_12106	spot_9
NZ_CP034242.1_RGP_9	cluster_12106	spot_9
NZ_JBJLVU010000018.1_RGP_0	cluster_12106	spot_9
NZ_JARTWV010000044.1_RGP_0	cluster_12106	spot_9
NZ_CP091365.1_RGP_6	cluster_12106	spot_9
NZ_NGGM01000035.1_RGP_0	cluster_12106	spot_9
NZ_HG977526.1_RGP_5	cluster_12106	spot_9
NZ_JAVDMC010000001.1_RGP_0	cluster_12106	spot_9
NZ_JAJTJI010000001.1_RGP_9	cluster_12106	spot_9
NZ_CP061525.1_RGP_9	cluster_12106	spot_9
NZ_JFCS01000002.1_RGP_1	cluster_12106	spot_9
NZ_CP091375.1_RGP_7	cluster_12106	spot_9
NZ_JAAOSX010000002.1_RGP_0	cluster_12106	spot_9
NZ_JARNLS010000015.1_RGP_0	cluster_12106	spot_9
NZ_MJBA01000017.1_RGP_0	cluster_12106	spot_9
NZ_CP134589.1_RGP_7	cluster_12106	spot_9
NZ_CP134550.1_RGP_10	cluster_12106	spot_9
NZ_JABTCJ010000007.1_RGP_0	cluster_12106	spot_9
NZ_CP054302.1_RGP_8	cluster_12106	spot_9
NZ_JBNPPI010000003.1_RGP_7	cluster_12106	spot_9
NZ_KB849241.1_RGP_0	cluster_12106	spot_9
NZ_CP144240.1_RGP_9	cluster_12106	spot_9
NZ_JAQQNY010000002.1_RGP_0	cluster_12106	spot_9
NZ_JAAEHA010000002.1_RGP_0	cluster_12106	spot_9
NZ_CP091359.1_RGP_6	cluster_12106	spot_9
NZ_JASNWS010000001.1_RGP_0	cluster_12106	spot_9
NZ_CP121609.1_RGP_8	cluster_12106	spot_9
NZ_FWYM01000018.1_RGP_0	cluster_12106	spot_9
NZ_CP069851.1_RGP_7	cluster_12106	spot_9
NZ_CP017648.1_RGP_9	cluster_12106	spot_9
NZ_JBPDXB010000002.1_RGP_0	cluster_12106	spot_9
NZ_JADZLL010000017.1_RGP_0	cluster_12106	spot_9
NZ_JBNFQB010000007.1_RGP_0	cluster_12106	spot_9
NZ_CP091371.1_RGP_10	cluster_12106	spot_9
NZ_JAMKXI010000002.1_RGP_1	cluster_12106	spot_9
NZ_CP096575.1_RGP_8	cluster_12106	spot_9
NZ_CP032743.1_RGP_7	cluster_12106	spot_9
NZ_CP134553.1_RGP_7	cluster_12106	spot_9
NZ_UFIP01000002.1_RGP_0	cluster_12106	spot_9
NZ_JPLJ01000046.1_RGP_1	cluster_12106	spot_9
NZ_CP033862.1_RGP_11	cluster_12106	spot_9
NZ_VAGQ01000001.1_RGP_1	cluster_12106	spot_9
NZ_CP161992.1_RGP_11	cluster_12106	spot_9
NZ_VAHB01000016.1_RGP_0	cluster_12106	spot_9
NZ_PYEK01000003.1_RGP_0	cluster_12106	spot_9
NZ_CP195671.1_RGP_8	cluster_12106	spot_9
NZ_CP031383.1_RGP_10	cluster_12106	spot_9
NZ_JBHYSX010000015.1_RGP_0	cluster_12106	spot_9
NZ_JADVKP010000002.1_RGP_0	cluster_12106	spot_9
NZ_LZYR01000151.1_RGP_0	cluster_12106	spot_9
NZ_JASUYC010000001.1_RGP_7	cluster_12106	spot_9
NZ_QAGR01000019.1_RGP_0	cluster_12106	spot_9
NZ_JAVDLW010000003.1_RGP_0	cluster_12106	spot_9
NZ_CP096692.1_RGP_8	cluster_12106	spot_9
NZ_CP079945.1_RGP_7	cluster_12106	spot_9
NZ_JAVDNC010000013.1_RGP_0	cluster_12106	spot_9
NZ_CP087321.1_RGP_8	cluster_12106	spot_9
NZ_JBJLUC010000017.1_RGP_0	cluster_12106	spot_9
NZ_JAVLQT010000003.1_RGP_0	cluster_12106	spot_9
NZ_JARNMB010000014.1_RGP_0	cluster_12106	spot_9
NZ_NGEO01000093.1_RGP_0	cluster_12106	spot_9
NZ_JAHUXN010000009.1_RGP_0	cluster_12106	spot_9
NZ_JHPG01000006.1_RGP_0	cluster_12106	spot_9
NZ_PRHJ01000029.1_RGP_0	cluster_12106	spot_9
NZ_CP117764.1_RGP_5	cluster_12106	spot_9
NZ_JBJYKB010000009.1_RGP_0	cluster_12106	spot_9
NZ_JARNMD010000013.1_RGP_0	cluster_12106	spot_9
NZ_CP175878.1_RGP_7	cluster_12106	spot_9
NZ_CP045528.1_RGP_8	cluster_12106	spot_9
NZ_QPHX01000017.1_RGP_0	cluster_12106	spot_9
NZ_CP021326.1_RGP_10	cluster_12106	spot_9
NZ_MSNP01000081.1_RGP_0	cluster_12106	spot_9
NZ_CAJHGB010000004.1_RGP_0	cluster_12106	spot_9
NZ_CP050421.1_RGP_7	cluster_12106	spot_9
NZ_JASUYL010000001.1_RGP_4	cluster_12106	spot_9
NZ_JBODQI010000001.1_RGP_1	cluster_12106	spot_9
NZ_JADVMI010000001.1_RGP_9	cluster_12106	spot_9
NZ_JBPSBB010000003.1_RGP_0	cluster_12106	spot_9
NZ_JAOOPW010000002.1_RGP_0	cluster_12106	spot_9
NZ_QHHE01000014.1_RGP_0	cluster_12106	spot_9
NZ_JACAAF010000001.1_RGP_0	cluster_12106	spot_9
NZ_JBDGFC010000034.1_RGP_0	cluster_12106	spot_9
NZ_CP024613.1_RGP_9	cluster_12106	spot_9
NZ_RFCC01000003.1_RGP_0	cluster_12106	spot_9
NZ_MDTT01000022.1_RGP_1	cluster_12106	spot_9
NZ_UISY01000021.1_RGP_0	cluster_12106	spot_9
NZ_CP166770.1_RGP_9	cluster_12106	spot_9
NZ_JABJTD010000017.1_RGP_0	cluster_12106	spot_9
NZ_CP039520.1_RGP_9	cluster_12106	spot_9
NZ_JBPSCF010000003.1_RGP_0	cluster_12106	spot_9
NZ_UCTG02000063.1_RGP_0	cluster_12106	spot_9
NZ_CP016300.1_RGP_8	cluster_12106	spot_9
NZ_CP175804.1_RGP_13	cluster_12106	spot_9
NZ_JBJLUI010000004.1_RGP_1	cluster_12106	spot_9
NZ_CP169823.1_RGP_8	cluster_12106	spot_9
NZ_JBFWFE010000017.1_RGP_0	cluster_12106	spot_9
NZ_VLZF01000017.1_RGP_0	cluster_12106	spot_9
NZ_JBLYUR010000005.1_RGP_0	cluster_12106	spot_9
NZ_JALKQT010000017.1_RGP_0	cluster_12106	spot_9
NZ_CP107605.1_RGP_8	cluster_12106	spot_9
NZ_LDDY01000005.1_RGP_0	cluster_12106	spot_9
NZ_CP144249.1_RGP_7	cluster_12106	spot_9
NZ_AYGG01000057.1_RGP_0	cluster_12106	spot_9
NZ_CP023026.1_RGP_8	cluster_12106	spot_9
NZ_JASUYJ010000001.1_RGP_9	cluster_12106	spot_9
NZ_NDAK01000054.1_RGP_0	cluster_12106	spot_9
NZ_JAMJTB010000017.1_RGP_0	cluster_12106	spot_9
NZ_LZAD01000079.1_RGP_0	cluster_12106	spot_9
NZ_QPHN01000017.1_RGP_0	cluster_12106	spot_9
NZ_CP020590.1_RGP_7	cluster_12106	spot_9
NZ_CP035043.1_RGP_7	cluster_12106	spot_9
NZ_CP195683.1_RGP_8	cluster_12106	spot_9
NZ_CP145430.1_RGP_6	cluster_12106	spot_9
NZ_CP121345.1_RGP_10	cluster_12106	spot_9
NZ_JAWNZA010000001.1_RGP_9	cluster_12106	spot_9
NZ_LYNI01000085.1_RGP_0	cluster_12106	spot_9
NZ_CP131893.1_RGP_10	cluster_12106	spot_9
NZ_JAOXLW010000017.1_RGP_0	cluster_12106	spot_9
NZ_VAQN01000027.1_RGP_0	cluster_12106	spot_9
NZ_JASUYI010000001.1_RGP_7	cluster_12106	spot_9
NZ_MSNO01000046.1_RGP_0	cluster_12106	spot_9
NZ_CP174090.1_RGP_9	cluster_12106	spot_9
NZ_CP196985.1_RGP_9	cluster_12106	spot_9
NZ_JAEPVW020000003.1_RGP_0	cluster_12106	spot_9
NZ_CP102580.1_RGP_7	cluster_12106	spot_9
NZ_JAREUM010000006.1_RGP_0	cluster_12106	spot_9
NZ_VARJ01000006.1_RGP_0	cluster_12106	spot_9
NZ_JACSST010000001.1_RGP_0	cluster_12106	spot_9
NZ_JBIMLJ010000002.1_RGP_0	cluster_12106	spot_9
NZ_JARXLG010000001.1_RGP_9	cluster_12106	spot_9
NZ_UFKW01000003.1_RGP_0	cluster_12106	spot_9
NZ_JBEUFA010000012.1_RGP_0	cluster_12106	spot_9
NZ_JAZDTA010000003.1_RGP_0	cluster_12106	spot_9
NZ_CP096693.1_RGP_8	cluster_12106	spot_9
NZ_JBJIQN010000002.1_RGP_0	cluster_12106	spot_9
NZ_CP175876.1_RGP_9	cluster_12106	spot_9
NZ_JBPDXA010000015.1_RGP_0	cluster_12106	spot_9
NZ_LQRQ01000007.1_RGP_7	cluster_12106	spot_9
NZ_JBPEKV010000008.1_RGP_0	cluster_12106	spot_9
NZ_JBMVSA010000018.1_RGP_0	cluster_12106	spot_9
NZ_CP027607.1_RGP_8	cluster_12106	spot_9
NZ_CP195705.1_RGP_7	cluster_12106	spot_9
NZ_JBFMNJ010000016.1_RGP_0	cluster_12106	spot_9
NZ_VALT01000010.1_RGP_0	cluster_12106	spot_9
NZ_UCOP02000001.1_RGP_0	cluster_12106	spot_9
NZ_VAQJ01000027.1_RGP_0	cluster_12106	spot_9
NZ_CP134574.1_RGP_8	cluster_12106	spot_9
NZ_JADPZZ010000015.1_RGP_0	cluster_12106	spot_9
NZ_CP017644.1_RGP_9	cluster_12106	spot_9
NZ_JARBXJ010000001.1_RGP_0	cluster_12106	spot_9
NZ_JARCSB010000007.1_RGP_0	cluster_12106	spot_9
NZ_CANDXI010000001.1_RGP_10	cluster_12106	spot_9
NZ_VMDZ01000001.1_RGP_0	cluster_12106	spot_9
NZ_CP050400.1_RGP_8	cluster_12106	spot_9
NZ_JAWDHE010000014.1_RGP_0	cluster_12106	spot_9
NZ_AP031578.1_RGP_7	cluster_12106	spot_9
NZ_PRFN01000038.1_RGP_1	cluster_12106	spot_9
NZ_CP096727.1_RGP_10	cluster_12106	spot_9
NZ_CP104786.1_RGP_7	cluster_12106	spot_9
NZ_CP131901.1_RGP_9	cluster_12106	spot_9
NZ_CP132214.1_RGP_8	cluster_12106	spot_9
NZ_CP040425.1_RGP_9	cluster_12106	spot_9
NZ_JARTWJ010000036.1_RGP_0	cluster_12106	spot_9
NZ_JAMKOL010000001.1_RGP_1	cluster_12106	spot_9
NZ_JBKQCC010000018.1_RGP_0	cluster_12106	spot_9
NZ_JABTWP010000039.1_RGP_0	cluster_12106	spot_9
NZ_JBIMLK010000002.1_RGP_0	cluster_12106	spot_9
NZ_CP195703.1_RGP_8	cluster_12106	spot_9
NZ_JBHYST010000001.1_RGP_0	cluster_12106	spot_9
NZ_CP121567.1_RGP_7	cluster_12106	spot_9
NZ_CP134591.1_RGP_6	cluster_12106	spot_9
NZ_JBFMMZ010000017.1_RGP_0	cluster_12106	spot_9
NZ_CP134564.1_RGP_7	cluster_12106	spot_9
NZ_NGDD01000039.1_RGP_0	cluster_12106	spot_9
NZ_CP096768.1_RGP_7	cluster_12106	spot_9
NZ_CP147665.1_RGP_8	cluster_12106	spot_9
NZ_LZBA01000035.1_RGP_0	cluster_12106	spot_9
NZ_VARC01000028.1_RGP_0	cluster_12106	spot_9
NZ_JAUGXE010000017.1_RGP_0	cluster_12106	spot_9
NZ_JBNOPO010000016.1_RGP_0	cluster_12106	spot_9
NZ_JRQY01000027.1_RGP_0	cluster_12106	spot_9
NZ_JACKXK010000016.1_RGP_0	cluster_12106	spot_9
NZ_RFCV01000007.1_RGP_0	cluster_12106	spot_9
NZ_VAFW01000006.1_RGP_0	cluster_12106	spot_9
NZ_CP007535.2_RGP_10	cluster_12106	spot_9
NZ_CP091452.1_RGP_6	cluster_12106	spot_9
NZ_CP096757.1_RGP_7	cluster_12106	spot_9
NZ_CP071919.1_RGP_8	cluster_12106	spot_9
NZ_CP175648.1_RGP_7	cluster_12106	spot_9
NZ_JAOBQI010000003.1_RGP_0	cluster_12106	spot_9
NZ_LYLH01000001.1_RGP_0	cluster_12106	spot_9
NZ_CP032055.1_RGP_7	cluster_12106	spot_9
NZ_CP134560.1_RGP_10	cluster_12106	spot_9
NZ_CP122363.1_RGP_8	cluster_12106	spot_9
NZ_JBLBFJ010000016.1_RGP_0	cluster_12106	spot_9
NZ_CP087348.1_RGP_9	cluster_12106	spot_9
NZ_CP196930.1_RGP_9	cluster_12106	spot_9
NZ_UFRX01000001.1_RGP_5	cluster_12106	spot_9
NZ_JASNXG010000003.1_RGP_0	cluster_12106	spot_9
NZ_VAFQ01000016.1_RGP_0	cluster_12106	spot_9
NZ_UFRK01000001.1_RGP_7	cluster_12106	spot_9
NZ_CP131903.1_RGP_7	cluster_12106	spot_9
NZ_CP050412.1_RGP_8	cluster_12106	spot_9
NZ_CAUIWL010000017.1_RGP_0	cluster_12106	spot_9
NZ_CP091344.1_RGP_8	cluster_12106	spot_9
NZ_CP134544.1_RGP_8	cluster_12106	spot_9
NZ_ASGB01000060.1_RGP_0	cluster_12106	spot_9
NZ_JAUGZA010000017.1_RGP_0	cluster_12106	spot_9
NZ_RIAF01000016.1_RGP_0	cluster_12106	spot_9
NZ_JZIX02000018.1_RGP_0	cluster_12106	spot_9
NZ_CP014541.1_RGP_7	cluster_12106	spot_9
NZ_JAVDAO010000015.1_RGP_0	cluster_12106	spot_9
NZ_JAMJTI010000017.1_RGP_0	cluster_12106	spot_9
NZ_CP017656.1_RGP_8	cluster_12106	spot_9
NZ_JAFFPC010000004.1_RGP_1	cluster_12106	spot_9
NZ_CP091358.1_RGP_9	cluster_12106	spot_9
NZ_UFPO01000016.1_RGP_0	cluster_12106	spot_9
NZ_RFCX01000001.1_RGP_1	cluster_12106	spot_9
NZ_CP169852.1_RGP_8	cluster_12106	spot_9
NZ_CP104907.1_RGP_7	cluster_12106	spot_9
NZ_JBNOQO010000002.1_RGP_0	cluster_12106	spot_9
NZ_CP116803.1_RGP_7	cluster_12106	spot_9
NZ_PRFI01000053.1_RGP_0	cluster_12106	spot_9
NZ_LZXN01000075.1_RGP_0	cluster_12106	spot_9
NZ_CP096690.1_RGP_10	cluster_12106	spot_9
NZ_CP175653.1_RGP_8	cluster_12106	spot_9
NZ_CP024612.1_RGP_8	cluster_12106	spot_9
NZ_JMOL01000006.1_RGP_0	cluster_12106	spot_9
NZ_JAVLVV010000005.1_RGP_1	cluster_13537	spot_18
NZ_JFEF01000012.1_RGP_0	cluster_13537	spot_18
NZ_JBPQVT010000004.1_RGP_1	cluster_13537	spot_18
NZ_CP196468.1_RGP_31	cluster_13537	spot_18
NZ_CP059546.1_RGP_26	cluster_13537	spot_18
NZ_JBILZS010000005.1_RGP_2	cluster_13537	spot_18
NZ_JARVZF010000003.1_RGP_1	cluster_13537	spot_18
NZ_JBDGGS010000001.1_RGP_1	cluster_13537	spot_18
NZ_JAHKSC010000010.1_RGP_1	cluster_13537	spot_18
NZ_JBMBVM010000004.1_RGP_2	cluster_13537	spot_18
NZ_CP121591.1_RGP_28	cluster_13537	spot_18
NZ_CP033876.1_RGP_28	cluster_13537	spot_18
NZ_UFMQ01000015.1_RGP_0	cluster_13537	spot_18
NZ_AMHA01000014.1_RGP_0	cluster_13537	spot_18
NZ_CP138324.1_RGP_24	cluster_13537	spot_18
NZ_JARVYS010000006.1_RGP_1	cluster_13537	spot_18
NZ_JBMBUV010000005.1_RGP_1	cluster_13537	spot_18
NZ_CP185768.1_RGP_25	cluster_13537	spot_18
NZ_JBIUFL010000005.1_RGP_1	cluster_13537	spot_18
NZ_CP136173.1_RGP_29	cluster_13537	spot_18
NZ_JARVYE010000006.1_RGP_1	cluster_13537	spot_18
NZ_JBAIVE010000007.1_RGP_1	cluster_13537	spot_18
NZ_JBIMAE010000004.1_RGP_1	cluster_13537	spot_18
NZ_JAXOSJ010000006.1_RGP_1	cluster_13537	spot_18
NZ_JAUGYI010000005.1_RGP_1	cluster_13537	spot_18
NZ_JARVZK010000007.1_RGP_1	cluster_13537	spot_18
NZ_VMAW01000014.1_RGP_0	cluster_13537	spot_18
NZ_AMFP01000075.1_RGP_1	cluster_13537	spot_18
NZ_JARVYC010000004.1_RGP_1	cluster_13537	spot_18
NZ_JAXOSE010000005.1_RGP_1	cluster_13537	spot_18
NZ_JNOT01000057.1_RGP_0	cluster_13537	spot_18
NZ_CP115632.1_RGP_30	cluster_13537	spot_18
NZ_NQXS01000007.1_RGP_0	cluster_13537	spot_18
NZ_JAHKSA010000004.1_RGP_1	cluster_13537	spot_18
NZ_JAXOSW010000006.1_RGP_1	cluster_13537	spot_18
NZ_CP110462.1_RGP_30	cluster_13537	spot_18
NZ_JARVYQ010000007.1_RGP_1	cluster_13537	spot_18
NZ_JAXOQX010000006.1_RGP_1	cluster_13537	spot_18
NZ_JASGYB010000028.1_RGP_0	cluster_2985	No spot
NZ_JBIMDG010000039.1_RGP_0	cluster_2985	No spot
NZ_JAESHQ010000123.1_RGP_0	cluster_2985	No spot
NZ_QXOP01000052.1_RGP_0	cluster_2985	No spot
NZ_JAESHH010000097.1_RGP_0	cluster_2985	No spot
NZ_JAQFHQ010000105.1_RGP_0	cluster_2985	No spot
NZ_LUUY01000592.1_RGP_0	cluster_2985	No spot
NZ_LYNM01000197.1_RGP_0	cluster_2985	No spot
NZ_QYCW01000042.1_RGP_0	cluster_2985	No spot
NZ_VHEL01000094.1_RGP_0	cluster_2985	No spot
NZ_QXNZ01000157.1_RGP_0	cluster_2985	No spot
NZ_JAPCWT010000039.1_RGP_1	cluster_2985	No spot
NZ_NGJA01000112.1_RGP_0	cluster_2985	No spot
NZ_JAESHC010000085.1_RGP_0	cluster_2985	No spot
NZ_QXPB01000063.1_RGP_0	cluster_2985	No spot
NZ_JAXMQN010000121.1_RGP_0	cluster_2985	No spot
NZ_JABESZ010000029.1_RGP_0	cluster_2985	No spot
NZ_JASGYA010000111.1_RGP_1	cluster_2985	No spot
NZ_JAYDQI010000047.1_RGP_0	cluster_2914	No spot
NZ_JAHKDH010000110.1_RGP_0	cluster_2914	No spot
NZ_AGSU01000103.1_RGP_0	cluster_2914	No spot
NZ_JANBMY010000021.1_RGP_0	cluster_2914	No spot
NZ_JBITAK010000015.1_RGP_0	cluster_2914	No spot
NZ_JAPDKH010000042.1_RGP_0	cluster_2914	No spot
NZ_JARVZT010000040.1_RGP_0	cluster_2914	No spot
NZ_JBPSBV010000032.1_RGP_1	cluster_2914	No spot
NZ_JBNPBL010000046.1_RGP_0	cluster_2914	No spot
NZ_JBMBVB010000019.1_RGP_1	cluster_2914	No spot
NZ_JADPHK010000096.1_RGP_0	cluster_2914	No spot
NZ_JAIWSO010000029.1_RGP_1	cluster_2914	No spot
NZ_JAVIDZ010000038.1_RGP_0	cluster_2914	No spot
NZ_LLHS01000352.1_RGP_0	cluster_2914	No spot
NZ_JADAIY010000152.1_RGP_0	cluster_2914	No spot
NZ_JAKUND010000042.1_RGP_0	cluster_2914	No spot
NZ_NSJA01000001.1_RGP_0	cluster_2914	No spot
NZ_UCTG02000023.1_RGP_2	cluster_2914	No spot
NZ_JBAIUH010000031.1_RGP_0	cluster_2914	No spot
NZ_RHYE01000026.1_RGP_1	cluster_2914	No spot
NZ_JANIEU010000070.1_RGP_1	cluster_2914	No spot
NZ_JAPCWU010000054.1_RGP_0	cluster_2914	No spot
NZ_JARBXK010000033.1_RGP_1	cluster_2914	No spot
NZ_RRCI01000018.1_RGP_1	cluster_2914	No spot
NZ_JBPTSW010000037.1_RGP_0	cluster_2914	No spot
NZ_JBIYXX010000049.1_RGP_0	cluster_2914	No spot
NZ_RCVA01000028.1_RGP_0	cluster_2914	No spot
NZ_JAIWUV010000049.1_RGP_0	cluster_2914	No spot
NZ_JBAGBS010000105.1_RGP_0	cluster_2914	No spot
NZ_MWPO01000173.1_RGP_0	cluster_2914	No spot
NZ_JAOOPW010000037.1_RGP_0	cluster_2914	No spot
NZ_JBFWEH010000047.1_RGP_0	cluster_2914	No spot
NZ_JABETD010000040.1_RGP_0	cluster_2914	No spot
NZ_JAVDNK010000054.1_RGP_0	cluster_2914	No spot
NZ_JABJRI010000059.1_RGP_1	cluster_2914	No spot
NZ_JAEKIL010000031.1_RGP_1	cluster_2914	No spot
NZ_JABVBL010000007.1_RGP_1	cluster_2914	No spot
NZ_JAKTIK010000088.1_RGP_0	cluster_2914	No spot
NZ_RHYB01000031.1_RGP_1	cluster_2914	No spot
NZ_JAYXEV010000052.1_RGP_1	cluster_2914	No spot
NZ_PYDA01000032.1_RGP_0	cluster_2914	No spot
NZ_CP137055.1_RGP_18	cluster_14	spot_3
NZ_CM125923.1_RGP_19	cluster_14	spot_3
NZ_JAYXAW010000051.1_RGP_0	cluster_14	No spot
NZ_JAYXAN010000009.1_RGP_1	cluster_14	No spot
NZ_AMFP01000100.1_RGP_1	cluster_14	No spot
NZ_CP087325.1_RGP_23	cluster_14	spot_3
NZ_JANBMT010000037.1_RGP_0	cluster_14	No spot
NZ_JBEUQM010000055.1_RGP_0	cluster_14	No spot
NZ_JBDNEF010000007.1_RGP_1	cluster_14	No spot
NZ_JAYWYN010000016.1_RGP_0	cluster_14	No spot
NZ_JABJRL010000055.1_RGP_1	cluster_14	No spot
NZ_JAPDKF010000028.1_RGP_0	cluster_14	No spot
NZ_JBPBDE010000005.1_RGP_1	cluster_14	spot_3
NZ_JAPHIB010000008.1_RGP_1	cluster_14	spot_3
NZ_JAPAAI010000014.1_RGP_0	cluster_14	No spot
NZ_JASGYB010000033.1_RGP_1	cluster_14	No spot
NZ_QFBY01000038.1_RGP_1	cluster_14	spot_3
NZ_JAUEMO010000044.1_RGP_0	cluster_14	No spot
NZ_JBAIUN010000045.1_RGP_0	cluster_14	No spot
NZ_JBAITI010000040.1_RGP_0	cluster_14	No spot
NZ_QHGD01000056.1_RGP_0	cluster_14	spot_3
